# This file was produced by bcftools (1.23.1+htslib-1.23.1), the command line was:
# 	 bcftools gtcheck  -u GT,GT -E 0 -O t --keep-refs -o updated_gtcheck_fixploidy/PI407303.soy50k.fixploidy.gtcheck.tsv -g panel/soy50k.biallelic.snps.vcf.gz updated_fixploidy/PI407303.soy50k.fixploidy.vcf.gz
# and the working directory was:
# 	 /scratch/rec05938/52_bam_vcf/05c_vcfs_soy50k
#
INFO	Time required to process one record .. 0.000427 seconds
INFO	sites-compared	41374
INFO	sites-skipped-no-match	21034
INFO	sites-skipped-multiallelic	0
INFO	sites-skipped-monoallelic	0
INFO	sites-skipped-no-data	0
INFO	sites-skipped-GT-not-diploid	0
INFO	sites-skipped-PL-not-diploid	0
INFO	sites-skipped-filtering-expression	0
INFO	sites-used-PL-vs-PL	0
INFO	sites-used-PL-vs-GT	0
INFO	sites-used-GT-vs-PL	0
INFO	sites-used-GT-vs-GT	41374
# DCv2, discordance version 2:
#     - Query sample
#     - Genotyped sample
#     - Discordance, given either as an abstract score or number of mismatches, see the options -E/-u
#       in man page for details. Note that samples with high missingness have fewer sites compared,
#       which results in lower overall discordance. Therefore it is advisable to use the average score
#       per site rather than the absolute value, i.e. divide the value by the number of sites compared
#       (smaller value = better match)
#     - Average negative log of HWE probability at matching sites, attempts to quantify the following
#       intuition: rare genotype matches are more informative than common genotype matches, hence two
#       samples with similar discordance can be further stratified by the HWE score (bigger value = better
#       match, the observed concordance was less likely to occur by chance)
#     - Number of sites compared for this pair of samples (bigger = more informative)
#     - Number of matching genotypes
#DCv2	[2]Query Sample	[3]Genotyped Sample	[4]Discordance	[5]Average -log P(HWE)	[6]Number of sites compared	[7]Number of matching genotypes
DCv2	PI407303	PI86046	15342	1.157285e+00	40670	25328
DCv2	PI407303	PI90208	17801	6.317478e-01	40670	22869
DCv2	PI407303	PI219698	16370	9.966729e-01	40670	24300
DCv2	PI407303	PI253651A	16876	8.414290e-01	40670	23794
DCv2	PI407303	PI347550A	18236	7.784724e-01	40670	22434
DCv2	PI407303	PI398807	17608	6.426032e-01	40670	23062
DCv2	PI407303	PI408055A	17847	6.318244e-01	40670	22823
DCv2	PI407303	PI408069	17536	6.369238e-01	40670	23134
DCv2	PI407303	PI408169A	17263	7.042276e-01	40670	23407
DCv2	PI407303	PI408169B	17508	6.803682e-01	40670	23162
DCv2	PI407303	PI416923	17316	6.563473e-01	40670	23354
DCv2	PI407303	PI417472A	17197	6.913137e-01	40670	23473
DCv2	PI407303	PI417508	17915	8.582860e-01	40670	22755
DCv2	PI407303	PI417521	18177	7.545414e-01	40670	22493
DCv2	PI407303	PI423734	17616	6.345799e-01	40670	23054
DCv2	PI407303	PI423923	17491	6.719779e-01	40670	23179
DCv2	PI407303	PI424145	17348	6.614703e-01	40670	23322
DCv2	PI407303	PI424159A	17611	6.617607e-01	40670	23059
DCv2	PI407303	PI424241	17680	6.219389e-01	40670	22990
DCv2	PI407303	PI424485	17653	6.368195e-01	40670	23017
DCv2	PI407303	PI424549B	17252	6.684059e-01	40670	23418
DCv2	PI407303	PI437196	18235	6.706543e-01	40670	22435
DCv2	PI407303	PI437199	16786	9.784606e-01	40670	23884
DCv2	PI407303	PI437619	18202	6.950078e-01	40670	22468
DCv2	PI407303	PI437633A	17917	8.754813e-01	40670	22753
DCv2	PI407303	PI437649B	17896	7.770065e-01	40670	22774
DCv2	PI407303	PI437749	17146	7.588748e-01	40670	23524
DCv2	PI407303	PI437833	17839	6.698364e-01	40670	22831
DCv2	PI407303	PI437841	17782	7.043820e-01	40670	22888
DCv2	PI407303	PI438229	17916	7.320041e-01	40670	22754
DCv2	PI407303	PI438249B	16972	9.540456e-01	40670	23698
DCv2	PI407303	PI438250B	16564	9.060469e-01	40670	24106
DCv2	PI407303	PI438251	17943	8.817400e-01	40670	22727
DCv2	PI407303	PI438252A	17872	7.179121e-01	40670	22798
DCv2	PI407303	PI438252C	17891	7.579428e-01	40670	22779
DCv2	PI407303	PI438313	17013	9.715988e-01	40670	23657
DCv2	PI407303	PI445825	17810	7.765877e-01	40670	22860
DCv2	PI407303	PI458139	17621	6.458702e-01	40670	23049
DCv2	PI407303	PI458181	17487	6.349998e-01	40670	23183
DCv2	PI407303	PI506560	17088	6.792465e-01	40670	23582
DCv2	PI407303	PI506574	16976	7.011945e-01	40670	23694
DCv2	PI407303	PI506575A	17228	6.683157e-01	40670	23442
DCv2	PI407303	PI506711B	17156	6.972498e-01	40670	23514
DCv2	PI407303	PI506847	17274	6.667446e-01	40670	23396
DCv2	PI407303	PI506992	17399	6.622230e-01	40670	23271
DCv2	PI407303	PI507344	17345	6.660213e-01	40670	23325
DCv2	PI407303	PI507368	17917	6.708488e-01	40670	22753
DCv2	PI407303	PI507541	17281	6.817095e-01	40670	23389
DCv2	PI407303	PI509111	17683	6.269914e-01	40670	22987
DCv2	PI407303	PI548449	17163	7.515681e-01	40670	23507
DCv2	PI407303	PI549076A	18051	7.207357e-01	40670	22619
DCv2	PI407303	PI561348	17099	6.821205e-01	40670	23571
DCv2	PI407303	PI567433A	17283	9.049322e-01	40670	23387
DCv2	PI407303	PI567451	17078	9.951374e-01	40670	23592
DCv2	PI407303	PI567453	17316	9.008088e-01	40670	23354
DCv2	PI407303	PI567518	17173	1.010832e+00	40670	23497
DCv2	PI407303	PI567603A	17419	8.143612e-01	40670	23251
DCv2	PI407303	PI567679C	16918	8.824201e-01	40670	23752
DCv2	PI407303	PI567767C	17239	8.886369e-01	40670	23431
DCv2	PI407303	PI578386	18185	7.323565e-01	40670	22485
DCv2	PI407303	PI578485A	17834	7.564760e-01	40670	22836
DCv2	PI407303	PI587583B	17232	7.451454e-01	40670	23438
DCv2	PI407303	PI592948	17346	8.609625e-01	40670	23324
DCv2	PI407303	PI594245B	17118	6.815009e-01	40670	23552
DCv2	PI407303	PI594401B	17252	7.964593e-01	40670	23418
DCv2	PI407303	PI594461A	17063	7.693258e-01	40670	23607
DCv2	PI407303	PI594476	17396	7.515232e-01	40670	23274
DCv2	PI407303	PI594714	17095	7.908744e-01	40670	23575
DCv2	PI407303	PI594817	17430	6.912362e-01	40670	23240
DCv2	PI407303	PI594818	17312	6.986041e-01	40670	23358
DCv2	PI407303	PI594871	17497	7.570056e-01	40670	23173
DCv2	PI407303	PI605782B	17281	7.618598e-01	40670	23389
DCv2	PI407303	PI605796	16980	7.587978e-01	40670	23690
DCv2	PI407303	PI605844E	17292	7.366848e-01	40670	23378
DCv2	PI407303	PI605885C	17470	7.407033e-01	40670	23200
DCv2	PI407303	PI605886B	17277	7.522517e-01	40670	23393
DCv2	PI407303	PI606393	16974	7.591757e-01	40670	23696
DCv2	PI407303	PI606430	16968	7.615181e-01	40670	23702
DCv2	PI407303	PI612713B	18023	7.317212e-01	40670	22647
DCv2	PI407303	PI612726	18109	7.226646e-01	40670	22561
DCv2	PI407303	PI612742	18048	7.156220e-01	40670	22622
DCv2	PI407303	PI613559F	17666	7.109638e-01	40670	23004
DCv2	PI407303	PI615467	17222	7.728268e-01	40670	23448
DCv2	PI407303	PI615472	17195	7.852785e-01	40670	23475
DCv2	PI407303	PI615481	17270	7.502188e-01	40670	23400
DCv2	PI407303	PI632667	17261	7.580317e-01	40670	23409
DCv2	PI407303	PI632944D	17049	7.917161e-01	40670	23621
DCv2	PI407303	PI639528C	17543	8.166515e-01	40670	23127
DCv2	PI407303	PI639546A	18090	7.746706e-01	40670	22580
DCv2	PI407303	PI639558	16383	1.100415e+00	40670	24287
DCv2	PI407303	PI639560B	18033	7.323448e-01	40670	22637
DCv2	PI407303	PI639607	11360	1.394963e+00	40670	29310
DCv2	PI407303	FC31676	17455	7.241978e-01	40670	23215
DCv2	PI407303	PI69991	17950	8.879074e-01	40670	22720
DCv2	PI407303	PI81023	16368	8.617406e-01	40670	24302
DCv2	PI407303	PI84632S	17440	8.056983e-01	40670	23230
DCv2	PI407303	PI85559	17751	6.482379e-01	40670	22919
DCv2	PI407303	PI86002	15335	1.158325e+00	40670	25335
DCv2	PI407303	PI86024	17423	6.824787e-01	40670	23247
DCv2	PI407303	PI88312	18186	7.737416e-01	40670	22484
DCv2	PI407303	PI91091	18003	7.178930e-01	40670	22667
DCv2	PI407303	PI93217	18065	6.877906e-01	40670	22605
DCv2	PI407303	PI157401	17821	8.275277e-01	40670	22849
DCv2	PI407303	PI174852	16403	9.262096e-01	40670	24267
DCv2	PI407303	PI184047	17093	9.569855e-01	40670	23577
DCv2	PI407303	PI189941	17426	8.299912e-01	40670	23244
DCv2	PI407303	PI196168	17465	6.690120e-01	40670	23205
DCv2	PI407303	PI200462	17072	6.917764e-01	40670	23598
DCv2	PI407303	PI229339	17174	6.864413e-01	40670	23496
DCv2	PI407303	PI238108	15200	9.526295e-01	40670	25470
DCv2	PI407303	PI241424	16768	7.610787e-01	40670	23902
DCv2	PI407303	PI248404	18101	6.555734e-01	40670	22569
DCv2	PI407303	PI274207	17861	6.323782e-01	40670	22809
DCv2	PI407303	PI274582	17653	8.021589e-01	40670	23017
DCv2	PI407303	PI306704B	17107	7.894935e-01	40670	23563
DCv2	PI407303	PI307854	15673	1.061465e+00	40670	24997
DCv2	PI407303	PI307865	15770	1.141526e+00	40670	24900
DCv2	PI407303	PI307876A	17137	7.812454e-01	40670	23533
DCv2	PI407303	PI307888B	15676	1.062751e+00	40670	24994
DCv2	PI407303	PI307889C	16679	8.863715e-01	40670	23991
DCv2	PI407303	PI317337	17196	6.850677e-01	40670	23474
DCv2	PI407303	PI323560	16141	9.539189e-01	40670	24529
DCv2	PI407303	PI355070S	17842	7.007674e-01	40670	22828
DCv2	PI407303	PI361071B	17402	7.742167e-01	40670	23268
DCv2	PI407303	PI361116	18658	7.028257e-01	40670	22012
DCv2	PI407303	PI378687B	12248	1.227355e+00	40670	28422
DCv2	PI407303	PI398202	17606	6.608881e-01	40670	23064
DCv2	PI407303	PI398307	17257	6.901670e-01	40670	23413
DCv2	PI407303	PI398399	17547	6.592490e-01	40670	23123
DCv2	PI407303	PI398634	17308	6.915217e-01	40670	23362
DCv2	PI407303	PI398723	17354	8.867302e-01	40670	23316
DCv2	PI407303	PI398772	17770	6.122671e-01	40670	22900
DCv2	PI407303	PI398985	17848	6.478811e-01	40670	22822
DCv2	PI407303	PI399122	17197	7.082183e-01	40670	23473
DCv2	PI407303	PI407099	12527	1.226739e+00	40670	28143
DCv2	PI407303	PI407186	11712	1.309929e+00	40670	28958
DCv2	PI407303	PI407191	13158	1.291889e+00	40670	27512
DCv2	PI407303	PI407795B	17302	6.950392e-01	40670	23368
DCv2	PI407303	PI407915	17550	6.551153e-01	40670	23120
DCv2	PI407303	PI407916	16971	7.170891e-01	40670	23699
DCv2	PI407303	PI407999-1	17874	9.094030e-01	40670	22796
DCv2	PI407303	PI408095A	17602	6.700197e-01	40670	23068
DCv2	PI407303	PI408304	17039	7.001424e-01	40670	23631
DCv2	PI407303	PI415072	18286	7.783438e-01	40670	22384
DCv2	PI407303	PI417072	17468	6.751354e-01	40670	23202
DCv2	PI407303	PI417115	17325	7.335678e-01	40670	23345
DCv2	PI407303	PI417128	17115	6.974951e-01	40670	23555
DCv2	PI407303	PI417286	17240	6.724507e-01	40670	23430
DCv2	PI407303	PI417472C	17025	7.026706e-01	40670	23645
DCv2	PI407303	PI417502	17400	7.984117e-01	40670	23270
DCv2	PI407303	PI423842	17164	6.882107e-01	40670	23506
DCv2	PI407303	PI423982	17507	6.745787e-01	40670	23163
DCv2	PI407303	PI423992	11552	1.362731e+00	40670	29118
DCv2	PI407303	PI424028	13101	1.196664e+00	40670	27569
DCv2	PI407303	PI424248	17573	6.426486e-01	40670	23097
DCv2	PI407303	PI424249E	17677	6.304190e-01	40670	22993
DCv2	PI407303	PI424324B	17501	6.851906e-01	40670	23169
DCv2	PI407303	PI424376	17602	6.424070e-01	40670	23068
DCv2	PI407303	PI424443	17851	6.323318e-01	40670	22819
DCv2	PI407303	PI434975	17015	7.874504e-01	40670	23655
DCv2	PI407303	PI437079A	17489	8.820176e-01	40670	23181
DCv2	PI407303	PI437150	17648	9.288647e-01	40670	23022
DCv2	PI407303	PI437299	17154	7.937484e-01	40670	23516
DCv2	PI407303	PI437341	18961	8.590523e-01	40670	21709
DCv2	PI407303	PI437378C	17807	6.982543e-01	40670	22863
DCv2	PI407303	PI437441	18082	7.746128e-01	40670	22588
DCv2	PI407303	PI437615A	18048	7.640321e-01	40670	22622
DCv2	PI407303	PI437673	18128	7.188891e-01	40670	22542
DCv2	PI407303	PI437690	16354	1.177017e+00	40670	24316
