# This file was produced by bcftools (1.21+htslib-1.21), the command line was:
# 	 bcftools gtcheck  -u GT,GT -E 0 -O t -o 05c_vcfs_soy50k/Jackv3.soy50k.filtered.gtcheck.tsv -g 05c_vcfs_soy50k/panel/soy50k.biallelic.snps.vcf.gz 05c_vcfs_soy50k/Jackv3.soy50k.filtered.vcf.gz
# and the working directory was:
# 	 /scratch/rec05938/52_bam_vcf
#
INFO	Time required to process one record .. 0.000205 seconds
INFO	sites-compared	8908
INFO	sites-skipped-no-match	64496
INFO	sites-skipped-multiallelic	0
INFO	sites-skipped-monoallelic	0
INFO	sites-skipped-no-data	0
INFO	sites-skipped-GT-not-diploid	218
INFO	sites-skipped-PL-not-diploid	0
INFO	sites-skipped-filtering-expression	0
INFO	sites-used-PL-vs-PL	0
INFO	sites-used-PL-vs-GT	0
INFO	sites-used-GT-vs-PL	0
INFO	sites-used-GT-vs-GT	8908
# DCv2, discordance version 2:
#     - Query sample
#     - Genotyped sample
#     - Discordance, given either as an abstract score or number of mismatches, see the options -E/-u
#       in man page for details. Note that samples with high missingness have fewer sites compared,
#       which results in lower overall discordance. Therefore it is advisable to use the average score
#       per site rather than the absolute value, i.e. divide the value by the number of sites compared
#       (smaller value = better match)
#     - Average negative log of HWE probability at matching sites, attempts to quantify the following
#       intuition: rare genotype matches are more informative than common genotype matches, hence two
#       samples with similar discordance can be further stratified by the HWE score (bigger value = better
#       match, the observed concordance was less likely to occur by chance)
#     - Number of sites compared for this pair of samples (bigger = more informative)
#     - Number of matching genotypes
#DCv2	[2]Query Sample	[3]Genotyped Sample	[4]Discordance	[5]Average -log P(HWE)	[6]Number of sites compared	[7]Number of matching genotypes
DCv2	Jackv3	PI507396	4092	8.049073e-01	8908	4816
DCv2	Jackv3	PI507406B	3825	8.119286e-01	8908	5083
DCv2	Jackv3	PI507452	4089	8.082725e-01	8908	4819
DCv2	Jackv3	PI507636	3918	1.120723e+00	8908	4990
DCv2	Jackv3	PI507687B	4080	1.053994e+00	8908	4828
DCv2	Jackv3	PI507706	3393	1.184280e+00	8908	5515
DCv2	Jackv3	PI507723A	3614	1.243764e+00	8908	5294
DCv2	Jackv3	PI507766	3556	1.261483e+00	8908	5352
DCv2	Jackv3	PI509109	4163	7.997329e-01	8908	4745
DCv2	Jackv3	PI522209B	3678	1.267659e+00	8908	5230
DCv2	Jackv3	PI534645	5962	1.149489e+00	8908	2946
DCv2	Jackv3	PI538403	4118	7.939712e-01	8908	4790
DCv2	Jackv3	PI543832	4289	9.933360e-01	8908	4619
DCv2	Jackv3	PI547570	6998	1.139195e+00	8908	1910
DCv2	Jackv3	PI547787	3167	1.102107e+00	8908	5741
DCv2	Jackv3	PI548166	3283	1.359372e+00	8908	5625
DCv2	Jackv3	PI548203	5244	9.289742e-01	8908	3664
DCv2	Jackv3	PI548228	3234	1.116907e+00	8908	5674
DCv2	Jackv3	PI548229	3100	1.123823e+00	8908	5808
DCv2	Jackv3	PI548973	4396	9.899575e-01	8908	4512
DCv2	Jackv3	PI549028	4197	7.942778e-01	8908	4711
DCv2	Jackv3	PI549054	4264	7.911932e-01	8908	4644
DCv2	Jackv3	PI561277	3447	1.098994e+00	8908	5461
DCv2	Jackv3	PI561307	4209	1.058169e+00	8908	4699
DCv2	Jackv3	PI561314A	3990	1.105020e+00	8908	4918
DCv2	Jackv3	PI561329	3841	1.089949e+00	8908	5067
DCv2	Jackv3	PI561344	3860	1.219932e+00	8908	5048
DCv2	Jackv3	PI561347	4522	9.444298e-01	8908	4386
DCv2	Jackv3	PI562561	3840	1.185415e+00	8908	5068
DCv2	Jackv3	PI566991	4299	8.732421e-01	8908	4609
DCv2	Jackv3	PI567102B	3824	9.829652e-01	8908	5084
DCv2	Jackv3	PI567122C	3502	1.031583e+00	8908	5406
DCv2	Jackv3	PI567175B	3952	1.024597e+00	8908	4956
DCv2	Jackv3	PI567213A	3350	1.059778e+00	8908	5558
DCv2	Jackv3	PI567299A	3637	1.114069e+00	8908	5271
DCv2	Jackv3	PI567368	3359	1.212410e+00	8908	5549
DCv2	Jackv3	PI567545	3610	1.015479e+00	8908	5298
DCv2	Jackv3	PI567679B	3451	1.260239e+00	8908	5457
DCv2	Jackv3	PI567686	4060	9.818992e-01	8908	4848
DCv2	Jackv3	PI578329B	4407	1.022566e+00	8908	4501
DCv2	Jackv3	PI578401B	4656	9.420004e-01	8908	4252
DCv2	Jackv3	PI578436	4022	8.790351e-01	8908	4886
DCv2	Jackv3	PI578477C	3799	1.044131e+00	8908	5109
DCv2	Jackv3	PI578482C	3512	1.026633e+00	8908	5396
DCv2	Jackv3	PI578505	4168	1.204656e+00	8908	4740
DCv2	Jackv3	PI583365	3800	1.057092e+00	8908	5108
DCv2	Jackv3	PI587599	4318	8.728722e-01	8908	4590
DCv2	Jackv3	PI587617	4300	8.490834e-01	8908	4608
DCv2	Jackv3	PI587748	2846	1.089424e+00	8908	6062
DCv2	Jackv3	PI587834	4048	9.020660e-01	8908	4860
DCv2	Jackv3	PI587851C	3899	8.537977e-01	8908	5009
DCv2	Jackv3	PI587890A	3915	8.911671e-01	8908	4993
DCv2	Jackv3	PI587900D	3818	9.212906e-01	8908	5090
DCv2	Jackv3	PI592938	3931	1.057716e+00	8908	4977
DCv2	Jackv3	PI592943	4176	9.424300e-01	8908	4732
DCv2	Jackv3	PI594166	4366	7.934549e-01	8908	4542
DCv2	Jackv3	PI594305	3440	1.026171e+00	8908	5468
DCv2	Jackv3	PI594418B	4116	9.218278e-01	8908	4792
DCv2	Jackv3	PI594419	4105	8.769048e-01	8908	4803
DCv2	Jackv3	PI594430B	4092	8.481783e-01	8908	4816
DCv2	Jackv3	PI594458B	4191	8.584370e-01	8908	4717
DCv2	Jackv3	PI594464	3688	9.850587e-01	8908	5220
DCv2	Jackv3	PI594579	3929	9.220290e-01	8908	4979
DCv2	Jackv3	PI594663	3034	1.060603e+00	8908	5874
DCv2	Jackv3	PI594675	4405	8.254457e-01	8908	4503
DCv2	Jackv3	PI594728A	3858	9.102618e-01	8908	5050
DCv2	Jackv3	PI594743	3631	1.193782e+00	8908	5277
DCv2	Jackv3	PI594758B	3422	9.705689e-01	8908	5486
DCv2	Jackv3	PI594758C	3633	9.508637e-01	8908	5275
DCv2	Jackv3	PI594764	4042	8.714428e-01	8908	4866
DCv2	Jackv3	PI597407A	3960	9.063153e-01	8908	4948
DCv2	Jackv3	PI597469	4028	9.004299e-01	8908	4880
DCv2	Jackv3	PI603188	3972	1.087255e+00	8908	4936
DCv2	Jackv3	PI603366	4512	1.035525e+00	8908	4396
DCv2	Jackv3	PI603369	3789	1.224735e+00	8908	5119
DCv2	Jackv3	PI603371	4210	1.171645e+00	8908	4698
DCv2	Jackv3	PI603443B	3225	1.290954e+00	8908	5683
DCv2	Jackv3	PI603490	3439	1.298263e+00	8908	5469
DCv2	Jackv3	PI603519	4121	9.084840e-01	8908	4787
DCv2	Jackv3	PI603626	3828	9.704896e-01	8908	5080
DCv2	Jackv3	PI603663	4078	9.525495e-01	8908	4830
DCv2	Jackv3	PI603724E	3811	9.752982e-01	8908	5097
DCv2	Jackv3	PI603768	4054	8.949755e-01	8908	4854
DCv2	Jackv3	PI605789B	3999	9.325157e-01	8908	4909
DCv2	Jackv3	PI605800A	3855	9.365926e-01	8908	5053
DCv2	Jackv3	PI605826A	3989	9.064762e-01	8908	4919
DCv2	Jackv3	PI605845B	4153	8.470740e-01	8908	4755
DCv2	Jackv3	PI605846B	4205	8.522570e-01	8908	4703
DCv2	Jackv3	PI605847	3568	9.953869e-01	8908	5340
DCv2	Jackv3	PI605856	3855	9.379462e-01	8908	5053
DCv2	Jackv3	PI605877D	4156	8.866919e-01	8908	4752
DCv2	Jackv3	PI605898	3567	9.954381e-01	8908	5341
DCv2	Jackv3	PI606380A	3942	9.571770e-01	8908	4966
DCv2	Jackv3	PI606390A	4134	9.111492e-01	8908	4774
DCv2	Jackv3	PI612616	3683	8.827948e-01	8908	5225
DCv2	Jackv3	PI612706A	4242	9.734057e-01	8908	4666
DCv2	Jackv3	PI612720A	4352	9.524865e-01	8908	4556
DCv2	Jackv3	PI612734	4315	8.942867e-01	8908	4593
DCv2	Jackv3	PI612761B	3506	1.367356e+00	8908	5402
DCv2	Jackv3	PI615446	2702	1.052626e+00	8908	6206
DCv2	Jackv3	PI615458	3990	9.054040e-01	8908	4918
DCv2	Jackv3	PI615469	3862	8.725513e-01	8908	5046
DCv2	Jackv3	PI615489	3646	9.693241e-01	8908	5262
DCv2	Jackv3	PI615518	3971	9.419760e-01	8908	4937
DCv2	Jackv3	PI615555	5085	1.241483e+00	8908	3823
DCv2	Jackv3	PI628804	4875	1.044550e+00	8908	4033
DCv2	Jackv3	PI628843	4017	1.008227e+00	8908	4891
DCv2	Jackv3	PI631437	3126	1.128312e+00	8908	5782
DCv2	Jackv3	PI632639C	4170	9.112147e-01	8908	4738
DCv2	Jackv3	PI632652	4120	8.927689e-01	8908	4788
DCv2	Jackv3	PI632659	3704	9.561875e-01	8908	5204
