# This file was produced by bcftools (1.21+htslib-1.21), the command line was:
# 	 bcftools gtcheck  -u GT,GT -E 0 -O t -o 05c_vcfs_soy50k/Wm82v4.soy50k.filtered.gtcheck.tsv -g 05c_vcfs_soy50k/panel/soy50k.biallelic.snps.vcf.gz 05c_vcfs_soy50k/Wm82v4.soy50k.filtered.vcf.gz
# and the working directory was:
# 	 /scratch/rec05938/52_bam_vcf
#
INFO	Time required to process one record .. 0.000190 seconds
INFO	Time required to process one record .. 0.054095 seconds
INFO	Time required to process one record .. 0.054545 seconds
INFO	Time required to process one record .. 0.125364 seconds
INFO	Time required to process one record .. 0.162097 seconds
INFO	Time required to process one record .. 0.640640 seconds
INFO	Time required to process one record .. 0.651181 seconds
INFO	sites-compared	7
INFO	sites-skipped-no-match	82534
INFO	sites-skipped-multiallelic	0
INFO	sites-skipped-monoallelic	0
INFO	sites-skipped-no-data	0
INFO	sites-skipped-GT-not-diploid	100
INFO	sites-skipped-PL-not-diploid	0
INFO	sites-skipped-filtering-expression	0
INFO	sites-used-PL-vs-PL	0
INFO	sites-used-PL-vs-GT	0
INFO	sites-used-GT-vs-PL	0
INFO	sites-used-GT-vs-GT	7
# DCv2, discordance version 2:
#     - Query sample
#     - Genotyped sample
#     - Discordance, given either as an abstract score or number of mismatches, see the options -E/-u
#       in man page for details. Note that samples with high missingness have fewer sites compared,
#       which results in lower overall discordance. Therefore it is advisable to use the average score
#       per site rather than the absolute value, i.e. divide the value by the number of sites compared
#       (smaller value = better match)
#     - Average negative log of HWE probability at matching sites, attempts to quantify the following
#       intuition: rare genotype matches are more informative than common genotype matches, hence two
#       samples with similar discordance can be further stratified by the HWE score (bigger value = better
#       match, the observed concordance was less likely to occur by chance)
#     - Number of sites compared for this pair of samples (bigger = more informative)
#     - Number of matching genotypes
#DCv2	[2]Query Sample	[3]Genotyped Sample	[4]Discordance	[5]Average -log P(HWE)	[6]Number of sites compared	[7]Number of matching genotypes
DCv2	Wm82v4	PI458091	5	3.756723e-01	7	2
DCv2	Wm82v4	PI458165	5	3.756723e-01	7	2
DCv2	Wm82v4	PI464890A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI467322B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI468916	5	3.756723e-01	7	2
DCv2	Wm82v4	PI475815	5	3.756723e-01	7	2
DCv2	Wm82v4	PI476903	5	3.756723e-01	7	2
DCv2	Wm82v4	PI479744	6	2.902271e-01	7	1
DCv2	Wm82v4	PI494181	5	3.756723e-01	7	2
DCv2	Wm82v4	PI495832	7	0.000000e+00	7	0
DCv2	Wm82v4	PI503333	5	3.756723e-01	7	2
DCv2	Wm82v4	PI504490	5	3.756723e-01	7	2
DCv2	Wm82v4	PI506737	4	2.098011e+00	7	3
DCv2	Wm82v4	PI506848	5	3.756723e-01	7	2
DCv2	Wm82v4	PI506860	5	3.756723e-01	7	2
DCv2	Wm82v4	PI506862	5	3.756723e-01	7	2
DCv2	Wm82v4	PI506928	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507028	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507069	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507162	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507222	6	4.611174e-01	7	1
DCv2	Wm82v4	PI507294B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507396	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507406B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507452	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507636	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507687B	6	2.902271e-01	7	1
DCv2	Wm82v4	PI507706	6	2.902271e-01	7	1
DCv2	Wm82v4	PI507723A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI507766	6	2.902271e-01	7	1
DCv2	Wm82v4	PI509109	6	4.611174e-01	7	1
DCv2	Wm82v4	PI522209B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI534645	6	2.902271e-01	7	1
DCv2	Wm82v4	PI538403	5	3.756723e-01	7	2
DCv2	Wm82v4	PI543832	5	3.756723e-01	7	2
DCv2	Wm82v4	PI547570	7	0.000000e+00	7	0
DCv2	Wm82v4	PI547787	6	2.902271e-01	7	1
DCv2	Wm82v4	PI548166	4	2.098011e+00	7	3
DCv2	Wm82v4	PI548203	7	0.000000e+00	7	0
DCv2	Wm82v4	PI548228	6	2.902271e-01	7	1
DCv2	Wm82v4	PI548229	6	2.902271e-01	7	1
DCv2	Wm82v4	PI548973	5	3.756723e-01	7	2
DCv2	Wm82v4	PI549028	5	3.756723e-01	7	2
DCv2	Wm82v4	PI549054	6	2.902271e-01	7	1
DCv2	Wm82v4	PI561277	7	0.000000e+00	7	0
DCv2	Wm82v4	PI561307	6	2.902271e-01	7	1
DCv2	Wm82v4	PI561314A	6	2.902271e-01	7	1
DCv2	Wm82v4	PI561329	5	3.756723e-01	7	2
DCv2	Wm82v4	PI561344	6	2.902271e-01	7	1
DCv2	Wm82v4	PI561347	6	4.611174e-01	7	1
DCv2	Wm82v4	PI562561	5	3.756723e-01	7	2
DCv2	Wm82v4	PI566991	5	3.756723e-01	7	2
DCv2	Wm82v4	PI567102B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI567122C	5	3.756723e-01	7	2
DCv2	Wm82v4	PI567175B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI567213A	5	3.001904e+00	7	2
DCv2	Wm82v4	PI567299A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI567368	4	2.098011e+00	7	3
DCv2	Wm82v4	PI567545	5	3.756723e-01	7	2
DCv2	Wm82v4	PI567679B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI567686	5	3.756723e-01	7	2
DCv2	Wm82v4	PI578329B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI578401B	6	4.611174e-01	7	1
DCv2	Wm82v4	PI578436	5	3.756723e-01	7	2
DCv2	Wm82v4	PI578477C	5	3.756723e-01	7	2
DCv2	Wm82v4	PI578482C	5	3.756723e-01	7	2
DCv2	Wm82v4	PI578505	5	3.756723e-01	7	2
DCv2	Wm82v4	PI583365	7	0.000000e+00	7	0
DCv2	Wm82v4	PI587599	5	3.756723e-01	7	2
DCv2	Wm82v4	PI587617	5	3.756723e-01	7	2
DCv2	Wm82v4	PI587748	5	3.756723e-01	7	2
DCv2	Wm82v4	PI587834	5	3.756723e-01	7	2
DCv2	Wm82v4	PI587851C	5	3.756723e-01	7	2
DCv2	Wm82v4	PI587890A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI587900D	5	3.756723e-01	7	2
DCv2	Wm82v4	PI592938	5	3.756723e-01	7	2
DCv2	Wm82v4	PI592943	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594166	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594305	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594418B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594419	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594430B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594458B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594464	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594579	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594663	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594675	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594728A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594743	6	4.611174e-01	7	1
DCv2	Wm82v4	PI594758B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594758C	5	3.756723e-01	7	2
DCv2	Wm82v4	PI594764	5	3.756723e-01	7	2
DCv2	Wm82v4	PI597407A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI597469	5	3.756723e-01	7	2
DCv2	Wm82v4	PI603188	6	2.902271e-01	7	1
DCv2	Wm82v4	PI603366	5	3.756723e-01	7	2
DCv2	Wm82v4	PI603369	5	3.756723e-01	7	2
DCv2	Wm82v4	PI603371	6	2.902271e-01	7	1
DCv2	Wm82v4	PI603443B	4	2.098011e+00	7	3
DCv2	Wm82v4	PI603490	5	3.756723e-01	7	2
DCv2	Wm82v4	PI603519	5	3.756723e-01	7	2
DCv2	Wm82v4	PI603626	5	3.756723e-01	7	2
DCv2	Wm82v4	PI603663	5	3.756723e-01	7	2
DCv2	Wm82v4	PI603724E	5	3.756723e-01	7	2
DCv2	Wm82v4	PI603768	5	3.756723e-01	7	2
DCv2	Wm82v4	PI605789B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI605800A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI605826A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI605845B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI605846B	5	3.756723e-01	7	2
DCv2	Wm82v4	PI605847	5	3.756723e-01	7	2
DCv2	Wm82v4	PI605856	5	3.756723e-01	7	2
DCv2	Wm82v4	PI605877D	5	3.756723e-01	7	2
DCv2	Wm82v4	PI605898	5	3.756723e-01	7	2
DCv2	Wm82v4	PI606380A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI606390A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI612616	5	3.756723e-01	7	2
DCv2	Wm82v4	PI612706A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI612720A	5	3.756723e-01	7	2
DCv2	Wm82v4	PI612734	5	3.756723e-01	7	2
DCv2	Wm82v4	PI612761B	4	2.098011e+00	7	3
DCv2	Wm82v4	PI615446	5	3.756723e-01	7	2
DCv2	Wm82v4	PI615458	5	3.756723e-01	7	2
DCv2	Wm82v4	PI615469	5	3.756723e-01	7	2
DCv2	Wm82v4	PI615489	5	3.756723e-01	7	2
DCv2	Wm82v4	PI615518	5	3.756723e-01	7	2
DCv2	Wm82v4	PI615555	6	2.902271e-01	7	1
DCv2	Wm82v4	PI628804	5	3.756723e-01	7	2
DCv2	Wm82v4	PI628843	5	3.756723e-01	7	2
DCv2	Wm82v4	PI631437	5	2.916458e+00	7	2
DCv2	Wm82v4	PI632639C	5	3.756723e-01	7	2
DCv2	Wm82v4	PI632652	5	3.756723e-01	7	2
DCv2	Wm82v4	PI632659	5	3.756723e-01	7	2
DCv2	Wm82v4	PI632939	5	3.756723e-01	7	2
DCv2	Wm82v4	PI634761	7	0.000000e+00	7	0
DCv2	Wm82v4	PI639531	7	0.000000e+00	7	0
DCv2	Wm82v4	PI639547	4	2.098011e+00	7	3
DCv2	Wm82v4	PI647086	5	3.756723e-01	7	2
DCv2	Wm82v4	FC31572-3	7	0.000000e+00	7	0
DCv2	Wm82v4	FC31579	5	3.756723e-01	7	2
DCv2	Wm82v4	FC31630	4	2.098011e+00	7	3
DCv2	Wm82v4	FC31678	5	3.756723e-01	7	2
DCv2	Wm82v4	FC31684	5	3.756723e-01	7	2
DCv2	Wm82v4	FC31685	5	3.756723e-01	7	2
DCv2	Wm82v4	FC31697	5	3.756723e-01	7	2
DCv2	Wm82v4	FC31702	5	3.756723e-01	7	2
DCv2	Wm82v4	FC31715	7	0.000000e+00	7	0
DCv2	Wm82v4	FC31946	7	0.000000e+00	7	0
DCv2	Wm82v4	FC32033	4	2.098011e+00	7	3
DCv2	Wm82v4	FC32141	6	2.902271e-01	7	1
DCv2	Wm82v4	FC33243	5	3.756723e-01	7	2
DCv2	Wm82v4	FC33243-1	5	3.756723e-01	7	2
DCv2	Wm82v4	FC33243-2	5	3.756723e-01	7	2
DCv2	Wm82v4	PI19986	6	4.611174e-01	7	1
DCv2	Wm82v4	PI30594	6	4.611174e-01	7	1
DCv2	Wm82v4	PI30599	7	0.000000e+00	7	0
DCv2	Wm82v4	PI30600	6	4.611174e-01	7	1
DCv2	Wm82v4	PI36653	5	3.756723e-01	7	2
DCv2	Wm82v4	PI47131	6	2.902271e-01	7	1
