# This file was produced by bcftools (1.23.1+htslib-1.23.1), the command line was:
# 	 bcftools gtcheck  -u GT,GT -E 0 -O t --keep-refs -o updated_gtcheck_fixploidy/Clark.soy50k.fixploidy.gtcheck.tsv -g panel/soy50k.biallelic.snps.vcf.gz updated_fixploidy/Clark.soy50k.fixploidy.vcf.gz
# and the working directory was:
# 	 /scratch/rec05938/52_bam_vcf/05c_vcfs_soy50k
#
INFO	Time required to process one record .. 0.000411 seconds
INFO	sites-compared	41374
INFO	sites-skipped-no-match	36345
INFO	sites-skipped-multiallelic	0
INFO	sites-skipped-monoallelic	0
INFO	sites-skipped-no-data	0
INFO	sites-skipped-GT-not-diploid	0
INFO	sites-skipped-PL-not-diploid	0
INFO	sites-skipped-filtering-expression	0
INFO	sites-used-PL-vs-PL	0
INFO	sites-used-PL-vs-GT	0
INFO	sites-used-GT-vs-PL	0
INFO	sites-used-GT-vs-GT	41374
# DCv2, discordance version 2:
#     - Query sample
#     - Genotyped sample
#     - Discordance, given either as an abstract score or number of mismatches, see the options -E/-u
#       in man page for details. Note that samples with high missingness have fewer sites compared,
#       which results in lower overall discordance. Therefore it is advisable to use the average score
#       per site rather than the absolute value, i.e. divide the value by the number of sites compared
#       (smaller value = better match)
#     - Average negative log of HWE probability at matching sites, attempts to quantify the following
#       intuition: rare genotype matches are more informative than common genotype matches, hence two
#       samples with similar discordance can be further stratified by the HWE score (bigger value = better
#       match, the observed concordance was less likely to occur by chance)
#     - Number of sites compared for this pair of samples (bigger = more informative)
#     - Number of matching genotypes
#DCv2	[2]Query Sample	[3]Genotyped Sample	[4]Discordance	[5]Average -log P(HWE)	[6]Number of sites compared	[7]Number of matching genotypes
DCv2	Clark	PI93217	12878	6.833036e-01	41318	28440
DCv2	Clark	PI157401	15930	6.614967e-01	41318	25388
DCv2	Clark	PI174852	16787	6.789589e-01	41318	24531
DCv2	Clark	PI184047	16922	7.357756e-01	41318	24396
DCv2	Clark	PI189941	16371	6.558213e-01	41318	24947
DCv2	Clark	PI196168	13912	6.166877e-01	41318	27406
DCv2	Clark	PI200462	15235	5.704006e-01	41318	26083
DCv2	Clark	PI229339	15062	5.736887e-01	41318	26256
DCv2	Clark	PI238108	16737	6.645369e-01	41318	24581
DCv2	Clark	PI241424	16605	5.698744e-01	41318	24713
DCv2	Clark	PI248404	13194	6.547741e-01	41318	28124
DCv2	Clark	PI274207	13841	6.031410e-01	41318	27477
DCv2	Clark	PI274582	16249	6.578764e-01	41318	25069
DCv2	Clark	PI306704B	15524	6.411167e-01	41318	25794
DCv2	Clark	PI307854	18205	7.213063e-01	41318	23113
DCv2	Clark	PI307865	18796	7.910361e-01	41318	22522
DCv2	Clark	PI307876A	15643	6.368651e-01	41318	25675
DCv2	Clark	PI307888B	18063	7.299296e-01	41318	23255
DCv2	Clark	PI307889C	16607	6.628322e-01	41318	24711
DCv2	Clark	PI317337	14754	5.910372e-01	41318	26564
DCv2	Clark	PI323560	17177	6.784380e-01	41318	24141
DCv2	Clark	PI355070S	11676	7.323658e-01	41318	29642
DCv2	Clark	PI361071B	14832	6.707794e-01	41318	26486
DCv2	Clark	PI361116	11128	7.706685e-01	41318	30190
DCv2	Clark	PI378687B	19132	7.569986e-01	41318	22186
DCv2	Clark	PI398202	14197	5.956267e-01	41318	27121
DCv2	Clark	PI398307	14838	5.937710e-01	41318	26480
DCv2	Clark	PI398399	13796	6.141393e-01	41318	27522
DCv2	Clark	PI398634	15194	5.775799e-01	41318	26124
DCv2	Clark	PI398723	18414	6.046638e-01	41318	22904
DCv2	Clark	PI398772	14166	5.645632e-01	41318	27152
DCv2	Clark	PI398985	14053	6.009140e-01	41318	27265
DCv2	Clark	PI399122	14856	6.047115e-01	41318	26462
DCv2	Clark	PI407099	18912	7.688241e-01	41318	22406
DCv2	Clark	PI407186	19691	8.114421e-01	41318	21627
DCv2	Clark	PI407191	21195	7.485720e-01	41318	20123
DCv2	Clark	PI407795B	14655	6.062696e-01	41318	26663
DCv2	Clark	PI407915	14465	5.830016e-01	41318	26853
DCv2	Clark	PI407916	14742	6.111687e-01	41318	26576
DCv2	Clark	PI407999-1	18430	6.383375e-01	41318	22888
DCv2	Clark	PI408095A	14324	6.013216e-01	41318	26994
DCv2	Clark	PI408304	14282	6.137789e-01	41318	27036
DCv2	Clark	PI415072	12572	7.769694e-01	41318	28746
DCv2	Clark	PI417072	14836	5.843174e-01	41318	26482
DCv2	Clark	PI417115	16244	5.792023e-01	41318	25074
DCv2	Clark	PI417128	14906	5.912230e-01	41318	26412
DCv2	Clark	PI417286	15187	5.643263e-01	41318	26131
DCv2	Clark	PI417472C	15199	5.809356e-01	41318	26119
DCv2	Clark	PI417502	16189	6.471254e-01	41318	25129
DCv2	Clark	PI423842	14417	6.027653e-01	41318	26901
DCv2	Clark	PI423982	14541	5.991928e-01	41318	26777
DCv2	Clark	PI423992	20694	8.327718e-01	41318	20624
DCv2	Clark	PI424028	21659	6.118263e-01	41318	19659
DCv2	Clark	PI424248	14741	5.607403e-01	41318	26577
DCv2	Clark	PI424249E	14200	5.763416e-01	41318	27118
DCv2	Clark	PI424324B	13928	6.289814e-01	41318	27390
DCv2	Clark	PI424376	13557	6.103104e-01	41318	27761
DCv2	Clark	PI424443	13835	6.027909e-01	41318	27483
DCv2	Clark	PI434975	15524	6.390950e-01	41318	25794
DCv2	Clark	PI437079A	16557	7.011323e-01	41318	24761
DCv2	Clark	PI437150	14114	8.393007e-01	41318	27204
DCv2	Clark	PI437299	16051	6.309380e-01	41318	25267
DCv2	Clark	PI437341	11202	9.193922e-01	41318	30116
DCv2	Clark	PI437378C	13928	6.509951e-01	41318	27390
DCv2	Clark	PI437441	12230	7.807149e-01	41318	29088
DCv2	Clark	PI437615A	14074	7.116560e-01	41318	27244
DCv2	Clark	PI437673	12929	7.073996e-01	41318	28389
DCv2	Clark	PI437690	19778	8.307792e-01	41318	21540
DCv2	Clark	PI437721A	15026	6.426063e-01	41318	26292
DCv2	Clark	PI437863B	13269	7.889898e-01	41318	28049
DCv2	Clark	PI437892	14069	6.322920e-01	41318	27249
DCv2	Clark	PI438015	14475	6.595608e-01	41318	26843
DCv2	Clark	PI438037	14268	6.304896e-01	41318	27050
DCv2	Clark	PI438058	13295	7.458060e-01	41318	28023
DCv2	Clark	PI438177	13617	8.243585e-01	41318	27701
DCv2	Clark	PI438250A	16468	7.265294e-01	41318	24850
DCv2	Clark	PI438252B	12723	7.367895e-01	41318	28595
DCv2	Clark	PI438355	16550	6.873311e-01	41318	24768
DCv2	Clark	PI438381	13816	6.400634e-01	41318	27502
DCv2	Clark	PI438438	15930	6.014493e-01	41318	25388
DCv2	Clark	PI442003B	15692	6.032051e-01	41318	25626
DCv2	Clark	PI442031	13266	7.167958e-01	41318	28052
DCv2	Clark	PI442041	14223	6.367633e-01	41318	27095
DCv2	Clark	PI442045	13630	7.419216e-01	41318	27688
DCv2	Clark	PI458091	13943	5.844532e-01	41318	27375
DCv2	Clark	PI458165	14689	5.836712e-01	41318	26629
DCv2	Clark	PI464890A	20697	8.326091e-01	41318	20621
DCv2	Clark	PI467322B	18281	6.892105e-01	41318	23037
DCv2	Clark	PI468916	23253	9.769642e-01	41318	18065
DCv2	Clark	PI475815	17847	7.494000e-01	41318	23471
DCv2	Clark	PI476903	15616	6.124041e-01	41318	25702
DCv2	Clark	PI479744	20204	8.427924e-01	41318	21114
DCv2	Clark	PI494181	15106	6.086669e-01	41318	26212
DCv2	Clark	PI495832	7607	9.433269e-01	41318	33711
DCv2	Clark	PI503333	16768	6.598813e-01	41318	24550
DCv2	Clark	PI504490	14905	5.678768e-01	41318	26413
DCv2	Clark	PI506737	21044	7.084669e-01	41318	20274
DCv2	Clark	PI506848	14764	5.834553e-01	41318	26554
DCv2	Clark	PI506860	15161	5.759068e-01	41318	26157
DCv2	Clark	PI506862	16376	6.299848e-01	41318	24942
DCv2	Clark	PI506928	15370	5.786298e-01	41318	25948
DCv2	Clark	PI507028	14229	5.813208e-01	41318	27089
DCv2	Clark	PI507069	20175	5.789418e-01	41318	21143
DCv2	Clark	PI507162	12982	6.731153e-01	41318	28336
DCv2	Clark	PI507222	15210	5.676136e-01	41318	26108
DCv2	Clark	PI507294B	13751	8.168734e-01	41318	27567
DCv2	Clark	PI507396	14774	5.695044e-01	41318	26544
DCv2	Clark	PI507406B	14920	5.601943e-01	41318	26398
DCv2	Clark	PI507452	15391	5.588781e-01	41318	25927
DCv2	Clark	PI507636	18684	7.754782e-01	41318	22634
DCv2	Clark	PI507687B	13638	6.914295e-01	41318	27680
DCv2	Clark	PI507706	14203	7.757841e-01	41318	27115
DCv2	Clark	PI507723A	20857	8.347282e-01	41318	20461
DCv2	Clark	PI507766	18878	8.437021e-01	41318	22440
DCv2	Clark	PI509109	14021	5.820934e-01	41318	27297
DCv2	Clark	PI522209B	20500	8.422419e-01	41318	20818
DCv2	Clark	PI534645	11426	9.303029e-01	41318	29892
DCv2	Clark	PI538403	14732	5.656498e-01	41318	26586
DCv2	Clark	PI543832	13644	7.050950e-01	41318	27674
DCv2	Clark	PI547570	982	1.113996e+00	41318	40336
DCv2	Clark	PI547787	12602	7.229148e-01	41318	28716
DCv2	Clark	PI548166	18614	8.903571e-01	41318	22704
DCv2	Clark	PI548203	10656	8.186526e-01	41318	30662
DCv2	Clark	PI548228	12645	7.399837e-01	41318	28673
DCv2	Clark	PI548229	12578	7.441749e-01	41318	28740
DCv2	Clark	PI548973	15952	6.460981e-01	41318	25366
DCv2	Clark	PI549028	15117	5.601125e-01	41318	26201
DCv2	Clark	PI549054	14806	5.896272e-01	41318	26512
DCv2	Clark	PI561277	13417	7.143803e-01	41318	27901
DCv2	Clark	PI561307	12385	7.331434e-01	41318	28933
DCv2	Clark	PI561314A	12426	7.617539e-01	41318	28892
DCv2	Clark	PI561329	14061	7.168108e-01	41318	27257
DCv2	Clark	PI561344	12903	7.892070e-01	41318	28415
DCv2	Clark	PI561347	12483	7.155021e-01	41318	28835
DCv2	Clark	PI562561	19567	8.067785e-01	41318	21751
DCv2	Clark	PI566991	16355	6.143587e-01	41318	24963
DCv2	Clark	PI567102B	16595	6.418578e-01	41318	24723
DCv2	Clark	PI567122C	16134	6.614899e-01	41318	25184
DCv2	Clark	PI567175B	14787	6.650797e-01	41318	26531
DCv2	Clark	PI567213A	12930	7.213050e-01	41318	28388
